111,1,379.15,163.64,92.10,182.42,0.88,-1,-1,-1
111,2,1562.84,34.01,71.08,186.03,0.93,-1,-1,-1
111,3,448.26,172.29,104.86,167.45,0.82,-1,-1,-1
112,1,373.30,159.10,94.59,187.18,0.85,-1,-1,-1
112,2,1562.52,34.04,71.94,187.34,0.93,-1,-1,-1
112,3,443.87,173.08,104.48,167.65,0.86,-1,-1,-1
113,1,369.60,156.54,96.10,189.59,0.87,-1,-1,-1
113,2,1563.06,34.27,72.71,188.61,0.93,-1,-1,-1
113,3,437.24,173.13,104.68,168.87,0.84,-1,-1,-1
114,1,366.32,160.48,94.95,186.47,0.88,-1,-1,-1
114,2,1563.12,34.90,73.26,188.64,0.93,-1,-1,-1
114,3,425.41,172.68,106.70,171.12,0.84,-1,-1,-1
115,1,361.38,164.22,94.18,184.15,0.86,-1,-1,-1
115,2,1563.12,36.36,73.48,187.86,0.93,-1,-1,-1
115,3,418.10,172.43,108.06,172.48,0.86,-1,-1,-1
116,1,355.31,165.75,96.36,185.82,0.88,-1,-1,-1
116,2,1564.10,37.73,73.38,186.16,0.93,-1,-1,-1
116,3,413.86,172.65,110.49,176.89,0.88,-1,-1,-1
117,1,346.34,168.38,96.63,185.49,0.88,-1,-1,-1
117,2,1564.27,38.79,73.70,184.96,0.93,-1,-1,-1
117,3,414.56,173.77,111.04,179.04,0.87,-1,-1,-1
118,1,342.21,170.87,96.37,184.06,0.89,-1,-1,-1
118,2,1564.96,39.90,74.33,184.79,0.92,-1,-1,-1
118,3,418.22,176.17,109.64,178.96,0.90,-1,-1,-1
119,1,341.14,172.58,96.44,183.17,0.87,-1,-1,-1
119,2,1565.58,40.51,75.62,185.96,0.93,-1,-1,-1
119,3,421.35,179.95,106.84,176.47,0.89,-1,-1,-1
120,1,342.01,176.11,95.61,179.70,0.88,-1,-1,-1
120,2,1565.32,40.72,77.05,187.85,0.92,-1,-1,-1
120,3,423.43,182.26,104.68,174.82,0.88,-1,-1,-1
121,1,342.26,179.20,94.57,176.13,0.87,-1,-1,-1
121,2,1565.75,41.00,78.27,188.78,0.93,-1,-1,-1
121,3,423.64,183.75,102.53,172.63,0.86,-1,-1,-1
122,1,341.89,180.54,94.73,174.82,0.86,-1,-1,-1
122,2,1566.56,41.42,79.17,189.13,0.93,-1,-1,-1
122,3,423.73,183.60,101.85,172.92,0.90,-1,-1,-1
123,1,339.54,180.53,94.96,174.81,0.88,-1,-1,-1
123,2,1567.37,41.77,80.24,189.48,0.93,-1,-1,-1
123,3,422.82,182.38,102.74,175.93,0.91,-1,-1,-1
124,1,336.76,180.04,94.69,175.05,0.91,-1,-1,-1
124,2,1567.32,42.34,81.32,189.37,0.93,-1,-1,-1
124,3,421.45,181.01,103.90,179.28,0.91,-1,-1,-1
125,1,335.31,179.81,94.29,174.94,0.91,-1,-1,-1
125,2,1567.92,42.58,82.20,189.04,0.94,-1,-1,-1
125,3,419.19,179.58,105.74,183.20,0.91,-1,-1,-1
126,1,334.63,179.69,94.18,175.37,0.91,-1,-1,-1
126,2,1568.52,42.55,83.53,189.47,0.94,-1,-1,-1
126,3,414.99,177.91,107.49,185.99,0.92,-1,-1,-1
127,1,334.63,180.06,93.82,175.10,0.92,-1,-1,-1
127,2,1569.50,42.57,84.24,188.56,0.93,-1,-1,-1
127,3,411.46,177.26,109.01,188.13,0.93,-1,-1,-1
128,1,334.34,180.39,93.58,175.02,0.92,-1,-1,-1
128,2,1571.23,42.34,85.30,189.44,0.93,-1,-1,-1
128,3,408.86,178.33,110.03,189.13,0.93,-1,-1,-1
129,1,334.00,180.50,93.31,175.00,0.93,-1,-1,-1
129,2,1572.45,42.07,86.29,189.71,0.93,-1,-1,-1
129,3,407.76,180.06,110.32,189.24,0.93,-1,-1,-1
130,1,333.42,180.73,92.83,174.56,0.92,-1,-1,-1
130,2,1573.73,42.29,86.72,189.47,0.93,-1,-1,-1
130,3,406.89,182.71,109.68,187.69,0.93,-1,-1,-1
131,1,333.15,181.47,92.45,173.96,0.92,-1,-1,-1
131,2,1573.88,42.53,87.46,190.10,0.93,-1,-1,-1
131,3,404.90,185.93,108.91,185.50,0.92,-1,-1,-1
132,1,331.95,181.95,91.95,173.30,0.92,-1,-1,-1
132,2,1574.87,43.06,87.57,189.33,0.93,-1,-1,-1
132,3,402.70,189.02,108.06,183.19,0.92,-1,-1,-1
133,1,331.65,181.89,92.03,173.51,0.92,-1,-1,-1
133,2,1575.93,43.92,87.95,189.25,0.93,-1,-1,-1
133,3,399.39,190.38,107.92,182.52,0.92,-1,-1,-1
134,1,332.02,182.29,92.22,173.60,0.91,-1,-1,-1
134,2,1575.88,44.62,88.90,190.73,0.93,-1,-1,-1
134,3,397.05,190.51,107.99,182.38,0.92,-1,-1,-1
135,1,332.22,182.98,92.05,172.87,0.91,-1,-1,-1
135,2,1576.50,45.71,89.69,192.00,0.93,-1,-1,-1
135,3,394.25,189.18,108.42,183.21,0.92,-1,-1,-1
136,1,332.81,182.89,92.50,172.94,0.91,-1,-1,-1
136,2,1576.62,46.66,90.15,193.25,0.93,-1,-1,-1
136,3,391.55,187.08,109.37,185.53,0.92,-1,-1,-1
137,1,332.28,183.06,92.47,172.75,0.91,-1,-1,-1
137,2,1576.67,48.56,90.24,193.71,0.93,-1,-1,-1
137,3,388.96,185.49,109.46,186.95,0.92,-1,-1,-1
138,1,331.91,183.44,92.07,172.36,0.91,-1,-1,-1
138,2,1576.81,50.31,89.96,193.26,0.93,-1,-1,-1
138,3,387.62,184.54,109.48,188.25,0.92,-1,-1,-1
139,1,331.97,184.02,91.49,172.00,0.91,-1,-1,-1
139,2,1577.82,51.34,89.66,192.68,0.93,-1,-1,-1
