47,3,885.07,209.94,74.68,220.31,0.91,0
48,1,1105.67,247.99,101.66,233.36,0.91,0
48,2,511.81,62.04,74.56,169.29,0.89,1
48,3,886.75,208.77,73.31,219.69,0.91,0
49,1,1109.36,247.94,101.86,233.99,0.92,0
49,2,516.72,61.93,72.43,168.97,0.89,1
49,3,888.57,208.04,71.24,216.65,0.91,0
50,1,1114.43,248.57,101.51,234.22,0.92,0
50,2,522.42,61.55,71.19,169.85,0.90,1
50,3,891.63,207.36,68.33,209.90,0.91,0
51,1,1119.84,249.25,100.45,233.85,0.92,0
51,2,527.90,61.38,70.45,170.86,0.90,1
51,3,894.01,206.48,67.39,208.72,0.91,0
52,1,1125.38,249.15,99.07,233.37,0.91,0
52,2,533.93,61.70,70.38,170.74,0.91,1
52,3,896.60,204.61,67.14,209.67,0.90,0
53,1,1133.05,249.21,96.98,233.07,0.90,0
53,2,540.05,62.83,71.72,170.90,0.90,1
53,3,897.96,203.51,67.07,210.72,0.90,0
54,1,1139.00,249.22,95.16,232.96,0.90,0
54,2,546.44,63.84,72.63,169.70,0.91,1
54,3,899.50,202.69,67.57,213.38,0.91,0
55,1,1143.24,249.33,93.79,233.25,0.90,0
55,2,550.48,64.55,73.82,168.11,0.92,1
55,3,901.24,202.20,67.11,212.17,0.90,0
56,1,1146.95,249.92,92.34,232.57,0.90,0
56,2,552.64,65.31,75.75,168.01,0.92,1
56,3,903.81,202.06,66.59,210.15,0.91,0
57,1,1149.73,250.80,91.41,231.87,0.91,0
57,2,554.56,66.67,77.02,166.67,0.92,1
57,3,908.11,201.15,66.79,209.62,0.91,0
58,1,1152.41,251.12,91.10,231.61,0.92,0
58,2,555.97,67.23,78.42,166.33,0.92,1
58,3,911.57,200.39,67.51,209.22,0.92,0
59,1,1155.25,251.22,91.51,231.51,0.92,0
59,2,558.05,66.75,79.10,165.99,0.91,1
59,3,915.21,200.26,68.34,208.53,0.92,0
60,1,1157.68,251.47,92.25,230.59,0.93,0
60,2,562.19,65.91,79.48,166.96,0.92,1
60,3,917.80,200.35,69.62,208.40,0.93,0
61,1,1159.16,252.23,92.94,229.35,0.93,0
61,2,566.79,65.78,78.59,166.47,0.91,1
61,3,919.89,200.19,71.26,209.04,0.92,0
62,1,1159.79,252.83,93.68,228.11,0.92,0
62,2,571.95,65.28,77.35,166.51,0.90,1
62,3,921.52,200.38,72.71,209.07,0.92,0
63,1,1160.27,252.71,95.02,228.44,0.93,0
63,2,577.73,64.52,75.60,166.08,0.88,1
63,3,922.66,200.59,73.79,208.76,0.93,0
64,1,1160.27,252.43,96.59,229.03,0.93,0
64,2,582.63,64.21,74.54,167.63,0.88,1
64,3,923.99,200.47,74.88,208.43,0.93,0
65,1,1160.62,251.86,98.04,229.71,0.93,0
65,2,588.97,64.36,73.30,168.49,0.90,1
65,3,925.10,200.77,75.70,207.53,0.93,0
66,1,1161.98,250.75,99.53,230.86,0.92,0
66,2,594.74,64.09,72.00,168.37,0.91,1
66,3,925.48,200.35,76.78,207.77,0.93,0
67,1,1163.29,249.65,100.99,232.64,0.92,0
67,2,602.27,63.93,71.62,168.15,0.92,1
67,3,925.28,199.75,77.72,207.87,0.93,0
68,1,1166.25,249.57,101.79,232.98,0.92,0
68,2,609.86,64.66,71.90,167.51,0.92,1
68,3,925.35,199.21,78.53,207.81,0.92,0
69,1,1169.70,248.77,102.59,233.87,0.92,0
69,2,615.98,64.76,73.60,168.21,0.92,1
69,3,925.15,197.57,79.14,207.01,0.93,0
70,1,1174.89,249.13,102.05,232.43,0.92,0
70,2,619.59,65.36,75.48,168.70,0.91,1
70,3,925.24,196.74,79.81,206.94,0.93,0
71,1,1180.03,249.50,101.55,232.31,0.92,0
71,2,621.72,65.53,77.37,169.16,0.92,1
71,3,925.49,195.89,80.39,206.82,0.92,0
72,1,1185.92,248.75,101.28,234.05,0.91,0
72,2,622.60,65.86,78.89,168.61,0.93,1
72,3,925.89,195.15,80.79,206.33,0.92,0
73,1,1193.02,248.59,100.07,234.59,0.90,0
73,2,624.18,66.04,80.15,168.11,0.92,1
73,3,926.55,194.67,81.61,207.95,0.92,0
74,1,1200.89,248.64,97.91,234.00,0.89,0
74,2,625.51,65.66,81.70,169.04,0.92,1
74,3,928.77,193.84,80.56,205.00,0.92,0
75,1,1206.18,248.89,95.74,232.43,0.89,0
75,2,627.65,65.04,82.71,170.08,0.92,1
75,3,931.98,193.78,78.91,200.74,0.92,0
76,1,1208.78,249.10,96.09,236.64,0.90,0
76,2,631.29,65.02,82.68,170.47,0.92,1
76,3,936.35,192.99,78.16,199.50,0.92,0
77,1,1211.58,249.73,95.86,237.87,0.90,0
77,2,635.86,64.74,81.79,170.78,0.91,1
77,3,941.71,192.38,77.48,199.41,0.92,0
78,1,1213.46,250.42,95.62,237.88,0.91,0
78,2,641.36,64.02,80.71,171.39,0.90,1
78,3,947.96,191.06,76.67,199.86,0.92,0
79,1,1216.27,250.79,95.48,236.64,0.91,0
79,2,646.90,63.80,78.89,171.33,0.90,1
79,3,954.30,191.03,75.35,198.93,0.91,0
80,1,1218.97,251.48,96.35,236.04,0.93,0
80,2,652.97,63.73,76.63,170.85,0.90,1
80,3,959.01,190.60,74.51,199.06,0.91,0
81,1,1221.18,252.19,97.61,235.36,0.93,0
81,2,658.58,64.09,75.06,171.61,0.90,1
81,3,962.50,190.24,74.09,200.25,0.91,0
82,1,1222.38,253.11,98.86,234.65,0.93,0
82,2,663.11,64.15,74.00,173.75,0.90,1
82,3,965.65,190.12,73.60,200.72,0.92,0
83,1,1222.82,254.12,99.99,233.93,0.93,0
83,2,667.96,64.12,72.57,174.05,0.90,1
83,3,969.23,189.54,73.77,201.46,0.92,0
84,1,1222.94,254.83,101.17,233.32,0.94,0
84,2,675.01,64.77,72.62,174.82,0.91,1
84,3,972.86,189.45,74.37,201.20,0.92,0
85,1,1223.17,255.41,102.80,233.88,0.94,0
85,2,680.79,65.52,73.21,174.92,0.93,1
85,3,975.69,188.77,75.90,202.44,0.93,0
86,1,1223.60,255.17,104.31,234.54,0.93,0
86,2,685.04,66.25,74.53,175.17,0.93,1
86,3,977.82,188.53,77.69,202.92,0.93,0
87,1,1225.13,255.06,105.53,234.79,0.93,0
87,2,687.67,67.94,75.30,173.16,0.93,1
87,3,979.32,188.46,79.41,202.88,0.93,0
88,1,1227.02,254.56,106.74,235.33,0.93,0
88,2,689.77,69.30,76.59,172.10,0.93,1
88,3,979.84,189.01,80.79,202.30,0.94,0
89,1,1229.51,254.14,107.93,236.42,0.93,0
89,2,690.66,70.30,77.85,171.54,0.93,1
89,3,980.09,188.23,82.74,203.09,0.93,0
90,1,1233.07,253.97,108.31,236.38,0.93,0
90,2,692.16,71.08,78.59,170.68,0.93,1
90,3,980.63,188.17,84.17,202.49,0.94,0
91,1,1236.59,254.01,108.36,236.25,0.93,0
91,2,695.33,71.74,78.71,170.08,0.93,1
91,3,981.02,187.49,85.90,203.16,0.94,0
92,1,1241.07,253.69,108.14,236.75,0.93,0
92,2,698.99,71.91,77.99,169.02,0.93,1
92,3,981.75,186.58,86.99,203.19,0.93,0
93,1,1246.64,254.34,107.22,236.37,0.92,0
93,2,703.19,71.12,77.17,169.47,0.91,1
93,3,982.61,185.13,87.83,203.87,0.93,0
94,1,1252.15,254.58,106.08,236.22,0.92,0
94,2,708.62,69.07,76.92,172.16,0.91,1
94,3,984.17,184.27,88.17,204.45,0.93,0
95,1,1258.55,254.34,104.79,236.72,0.91,0
95,2,715.57,68.12,75.62,173.45,0.90,1
95,3,986.86,183.30,88.41,206.23,0.92,0
96,1,1266.26,254.68,102.38,236.01,0.89,0
96,2,722.24,68.09,73.88,173.61,0.90,1
96,3,989.71,183.06,87.33,205.89,0.92,0
97,1,1273.19,254.37,100.28,236.19,0.90,0
97,2,727.90,68.39,72.00,172.57,0.91,1
97,3,993.48,182.11,85.83,205.53,0.91,0
98,1,1276.96,254.35,98.68,236.81,0.91,0
98,2,732.93,68.11,70.51,172.12,0.91,1
98,3,999.24,181.32,83.55,204.04,0.90,0
99,1,1279.48,254.34,97.34,237.04,0.91,0
99,2,738.83,67.76,70.55,173.42,0.91,1
99,3,1005.15,181.27,80.38,201.24,0.90,0
100,1,1281.83,254.67,96.42,237.01,0.92,0
100,2,745.65,68.76,70.82,172.43,0.92,1
100,3,1012.02,181.06,77.78,200.63,0.89,0
101,1,1283.97,255.24,95.95,236.55,0.92,0
101,2,750.93,69.34,72.33,172.86,0.93,1
101,3,1017.76,181.00,76.50,203.55,0.89,0
102,1,1286.77,255.68,95.98,235.92,0.93,0
102,2,754.08,70.64,73.77,172.04,0.93,1
102,3,1022.18,181.44,74.83,204.21,0.91,0
103,1,1289.36,256.06,96.69,235.24,0.93,0
103,2,754.98,71.41,75.40,171.45,0.93,1
103,3,1026.51,181.40,73.09,203.34,0.91,0
104,1,1290.76,256.30,97.62,234.65,0.94,0
104,2,755.96,72.02,77.05,171.01,0.94,1
104,3,1031.31,181.40,73.00,204.35,0.92,0
105,1,1291.46,256.61,98.74,234.65,0.94,0
105,2,756.59,72.36,78.60,171.07,0.93,1
105,3,1035.30,182.19,72.79,203.28,0.92,0
106,1,1291.99,256.95,99.73,234.44,0.93,0
106,2,757.33,72.02,79.65,170.87,0.93,1
106,3,1038.86,183.29,72.80,200.75,0.93,0
107,1,1291.79,257.06,100.68,234.36,0.93,0
107,2,760.07,71.99,80.18,171.25,0.93,1
107,3,1041.10,184.49,73.42,198.56,0.93,0
108,1,1292.56,256.76,101.81,234.67,0.93,0
108,2,763.00,71.81,79.91,171.00,0.92,1
108,3,1043.12,185.61,74.58,197.53,0.92,0
109,1,1293.65,255.97,102.70,234.79,0.93,0
109,2,767.02,71.31,79.05,170.55,0.91,1
109,3,1044.02,186.14,76.27,197.73,0.92,0
110,1,1295.53,255.45,103.48,234.84,0.94,0
110,2,770.94,70.86,78.12,170.97,0.91,1
110,3,1044.44,186.67,78.28,198.60,0.93,0
111,1,1298.09,254.80,104.38,235.76,0.93,0
111,2,776.75,70.75,76.86,171.96,0.90,1
111,3,1044.93,187.75,79.93,198.95,0.93,0
112,1,1300.98,254.22,105.15,236.88,0.93,0
112,2,784.23,70.79,75.36,173.04,0.90,1
112,3,1044.81,188.48,81.83,200.10,0.94,0
113,1,1305.37,253.23,105.35,237.86,0.93,0
113,2,790.08,70.74,73.80,173.94,0.90,1
113,3,1044.87,188.52,83.91,201.87,0.94,0
114,1,1311.35,253.42,104.61,237.44,0.93,0
114,2,794.37,71.00,73.22,176.44,0.90,1
114,3,1045.38,189.18,85.32,202.99,0.93,0
115,1,1316.63,253.27,103.89,238.39,0.92,0
115,2,799.31,71.82,71.40,175.00,0.90,1
115,3,1046.98,189.64,85.53,201.85,0.92,0
116,1,1323.08,252.67,102.93,239.74,0.91,0
116,2,802.88,72.24,71.43,176.88,0.91,1
116,3,1049.29,190.25,85.59,201.41,0.92,0
117,1,1331.44,252.89,100.70,239.35,0.90,0
117,2,807.53,72.84,71.67,177.13,0.92,1
117,3,1052.50,190.46,85.22,201.25,0.92,0
118,1,1337.63,252.99,99.36,240.97,0.89,0
118,2,811.12,73.67,72.25,176.59,0.93,1
118,3,1056.46,191.64,83.88,200.07,0.92,0
119,1,1340.74,253.25,97.89,241.57,0.90,0
119,2,813.64,74.93,73.38,176.32,0.93,1
119,3,1061.29,191.40,82.77,200.96,0.90,0
120,1,1343.92,253.58,97.04,242.23,0.91,0
120,2,814.95,75.61,74.59,176.20,0.93,1
120,3,1067.09,191.29,81.34,201.75,0.90,0
121,1,1348.05,254.37,96.36,241.12,0.92,0
121,2,816.04,76.52,75.33,175.48,0.92,1
121,3,1075.27,191.24,79.31,202.27,0.89,0
122,1,1352.75,255.01,96.66,239.68,0.93,0
122,2,817.65,77.02,75.59,174.36,0.92,1
122,3,1083.49,191.20,76.96,202.46,0.91,0
123,1,1356.24,255.58,97.95,238.79,0.94,0
123,2,819.65,76.69,76.21,175.00,0.92,1
123,3,1088.78,191.18,75.02,203.20,0.91,0
124,1,1359.05,256.13,99.18,236.78,0.95,0
124,2,822.82,77.05,75.84,174.85,0.92,1
124,3,1093.39,191.60,73.23,203.03,0.91,0
125,1,1360.08,256.44,100.73,235.91,0.95,0
125,2,826.84,77.28,75.15,175.12,0.92,1
125,3,1097.74,191.98,72.40,202.95,0.92,0
126,1,1359.73,257.00,102.49,236.04,0.95,0
126,2,831.69,76.57,74.24,176.01,0.90,1
126,3,1102.31,192.67,73.07,204.15,0.93,0
127,1,1359.93,257.09,104.46,236.66,0.94,0
127,2,837.58,76.57,72.64,175.84,0.90,1
127,3,1105.79,193.92,73.99,203.81,0.93,0
128,1,1359.67,256.78,106.96,239.02,0.94,0
128,2,844.06,76.62,71.30,177.05,0.89,1
128,3,1109.52,195.27,75.44,203.01,0.94,0
129,1,1359.29,256.87,108.71,239.46,0.94,0
129,2,850.38,76.46,69.91,177.78,0.90,1
129,3,1111.91,196.66,77.28,202.25,0.94,0
130,1,1359.22,257.13,109.89,239.18,0.94,0
130,2,855.20,76.95,68.67,177.82,0.90,1
130,3,1114.02,198.72,79.73,201.96,0.95,0
131,1,1359.72,256.77,111.31,239.96,0.94,0
131,2,860.33,76.85,67.53,177.44,0.91,1
131,3,1114.72,200.03,82.31,202.41,0.94,0
132,1,1360.01,256.19,112.81,241.14,0.94,0
132,2,866.44,77.81,67.36,176.50,0.92,1
132,3,1114.36,200.94,85.15,203.92,0.94,0
133,1,1362.94,256.63,112.92,239.80,0.94,0
133,2,871.73,78.44,68.16,175.75,0.93,1
133,3,1113.83,201.37,87.65,204.82,0.94,0
134,1,1366.96,256.79,113.21,239.28,0.94,0
134,2,876.05,79.23,69.73,175.24,0.92,1
134,3,1113.40,201.72,89.66,205.38,0.94,0
135,1,1371.06,256.85,113.34,239.08,0.94,0
135,2,878.12,80.30,71.76,175.05,0.93,1
135,3,1113.92,201.82,91.52,206.69,0.94,0
136,1,1376.12,256.87,112.88,238.56,0.94,0
136,2,878.53,80.85,73.83,175.15,0.93,1
136,3,1114.97,201.61,92.98,208.07,0.94,0
137,1,1381.66,256.99,112.38,238.47,0.93,0
137,2,879.35,81.66,75.62,175.02,0.93,1
137,3,1117.44,201.51,93.62,209.02,0.93,0
138,1,1387.54,257.25,111.53,238.66,0.93,0
138,2,880.24,81.89,77.50,175.26,0.92,1
138,3,1120.81,202.00,93.25,208.80,0.93,0
139,1,1394.98,257.68,109.44,237.51,0.92,0
139,2,880.74,81.90,79.38,175.96,0.92,1
139,3,1125.46,202.73,92.40,207.92,0.93,0
140,1,1402.82,257.84,107.25,237.52,0.91,0
140,2,882.85,81.56,80.46,176.67,0.92,1
140,3,1131.08,202.87,91.28,207.46,0.93,0
141,1,1410.04,257.67,104.75,237.53,0.90,0
141,2,885.59,80.85,81.18,178.05,0.92,1
141,3,1137.55,203.46,89.98,207.61,0.93,0
142,1,1413.90,258.05,103.01,237.54,0.91,0
142,2,889.46,80.52,80.87,178.29,0.92,1
142,3,1145.29,203.66,88.46,207.88,0.92,0
143,1,1417.46,258.08,101.39,237.44,0.92,0
143,2,894.43,80.39,80.63,179.93,0.91,1
143,3,1153.16,204.06,86.62,208.31,0.92,0
144,1,1419.74,258.30,100.38,237.18,0.92,0
144,2,900.11,80.50,78.92,179.04,0.91,1
144,3,1160.37,204.41,86.10,212.24,0.92,0
145,1,1421.38,258.72,99.90,237.42,0.93,0
145,2,908.15,80.81,76.90,178.63,0.89,1
145,3,1165.38,205.52,85.46,214.71,0.92,0
146,1,1423.62,259.54,99.77,237.07,0.93,0
146,2,914.99,80.98,75.40,179.75,0.90,1
146,3,1169.21,207.04,84.60,215.63,0.93,0
147,1,1425.02,259.62,100.15,237.38,0.93,0
147,2,919.82,80.99,74.48,182.44,0.91,1
147,3,1171.94,208.26,84.04,215.72,0.93,0
148,1,1426.11,259.86,100.69,237.51,0.93,0
148,2,924.07,81.43,72.55,182.12,0.90,1
148,3,1175.40,209.81,83.99,214.84,0.93,0
149,1,1426.18,259.84,101.34,238.11,0.93,0
149,2,927.72,82.54,71.85,182.58,0.91,1
149,3,1179.02,211.27,84.37,212.92,0.94,0
150,1,1426.70,259.71,102.18,238.68,0.93,0
150,2,932.36,83.84,71.89,181.63,0.93,1
150,3,1181.23,211.67,86.09,213.62,0.93,0
151,1,1428.12,258.76,103.40,239.78,0.94,0
151,2,936.72,84.93,72.62,180.42,0.93,1
151,3,1183.36,213.69,87.42,212.87,0.93,0
152,1,1428.38,257.95,104.25,240.19,0.93,0
152,2,939.61,86.22,73.65,178.83,0.94,1
152,3,1184.57,216.43,88.58,211.68,0.94,0
153,1,1430.15,258.09,104.60,239.45,0.93,0
153,2,941.32,86.92,75.17,178.23,0.94,1
153,3,1186.02,218.54,90.30,211.66,0.94,0
154,1,1432.18,257.03,105.40,240.05,0.94,0
154,2,942.00,88.16,77.13,178.56,0.93,1
154,3,1188.01,219.29,92.27,212.77,0.94,0
155,1,1435.52,256.85,105.74,240.27,0.94,0
155,2,942.63,88.61,78.62,178.47,0.93,1
155,3,1189.50,219.97,93.95,214.30,0.94,0
156,1,1438.31,256.24,106.19,241.58,0.94,0
156,2,944.05,88.97,79.22,177.77,0.92,1
156,3,1192.65,221.08,94.49,214.20,0.93,0
157,1,1443.32,256.79,105.41,240.39,0.93,0
157,2,946.19,89.42,79.55,177.17,0.92,1
157,3,1195.99,221.23,94.60,214.82,0.93,0
158,1,1448.72,257.00,105.05,240.82,0.93,0
158,2,950.04,89.24,79.60,177.96,0.92,1
158,3,1201.12,222.13,93.79,214.37,0.93,0
159,1,1454.70,257.09,103.94,240.54,0.92,0
159,2,954.49,89.70,78.73,177.70,0.91,1
159,3,1206.92,222.44,92.64,214.19,0.92,0
160,1,1461.43,257.12,101.49,237.75,0.92,0
160,2,960.43,89.64,77.67,177.38,0.91,1
160,3,1214.06,222.40,90.96,213.34,0.92,0
161,1,1467.70,256.80,100.02,238.37,0.90,0
161,2,966.42,89.37,76.65,177.94,0.90,1
161,3,1221.52,221.91,89.45,213.90,0.91,0
162,1,1470.51,257.02,100.07,241.39,0.91,0
162,2,974.78,89.64,75.39,179.66,0.91,1
162,3,1231.33,222.14,87.05,214.11,0.89,0
163,1,1471.73,256.88,101.28,246.97,0.92,0
163,2,981.99,89.51,73.64,180.08,0.91,1
163,3,1239.15,223.43,84.71,213.85,0.90,0
164,1,1474.10,257.94,101.23,248.63,0.93,0
164,2,987.32,89.62,71.91,179.74,0.90,1
164,3,1243.75,224.00,82.85,213.18,0.91,0
165,1,1476.74,258.79,101.03,248.35,0.93,0
165,2,991.78,90.09,70.49,178.71,0.91,1
165,3,1248.24,224.97,81.61,211.93,0.92,0
166,1,1479.30,259.88,101.13,247.43,0.94,0
166,2,996.54,89.53,71.49,180.60,0.93,1
166,3,1253.01,226.20,81.78,211.45,0.93,0
167,1,1481.62,260.85,101.78,247.39,0.94,0
167,2,1001.68,90.32,72.85,180.42,0.93,1
167,3,1258.22,226.97,83.57,212.06,0.94,0
168,1,1483.58,261.21,103.20,248.24,0.94,0
168,2,1005.48,91.11,74.68,179.74,0.94,1
168,3,1261.92,228.46,85.79,211.74,0.94,0
169,1,1484.86,262.33,104.19,247.54,0.94,0
169,2,1007.04,90.78,77.44,180.75,0.94,1
169,3,1265.25,229.88,88.61,211.17,0.95,0
170,1,1484.75,263.75,105.53,247.36,0.94,0
170,2,1007.86,91.93,79.47,180.07,0.94,1
170,3,1266.66,231.73,91.67,210.96,0.95,0
171,1,1485.96,265.38,106.87,246.84,0.94,0
171,2,1008.36,93.02,81.28,179.36,0.94,1
171,3,1267.35,233.28,94.82,211.11,0.95,0
172,1,1487.32,266.42,108.94,247.96,0.94,0
172,2,1009.08,93.47,83.27,179.93,0.94,1
172,3,1267.85,234.27,97.85,211.40,0.95,0
173,1,1488.08,266.79,110.82,248.37,0.95,0
173,2,1010.15,92.85,84.82,180.81,0.94,1
173,3,1268.10,234.60,101.23,213.30,0.95,0
174,1,1489.48,267.35,112.67,248.52,0.95,0
174,2,1013.00,92.15,85.58,181.37,0.93,1
174,3,1268.27,234.47,103.85,214.68,0.95,0
175,1,1491.40,267.98,113.97,247.67,0.95,0
175,2,1017.79,92.10,85.31,181.12,0.93,1
175,3,1270.50,234.38,105.55,215.64,0.94,0
